FIPS,State,County,MedianHouseholdIncome,ResidentialsegregationBlack,%65andolder,PovChldPrc,PovChldQ,IncInq80,IncInq20,IncRtio,IncInqQ,UninPrc,UninQ,PrmPhysCt,PrmPhysRt,PrmPhysQ,PrevHospRt,PrevHospQ
1041,Alabama,Crenshaw,39057,13.02189072,19.01765046,30.799999,3,82870,15094,5.4902611,3,12.267525,3,2,14.41857,4,7057,4
1043,Alabama,Cullman,45796,83.56335697,18.51106158,19.700001,1,86556,19514,4.4355845,1,12.658247,3,46,55.58577,1,6442,3
1045,Alabama,Dale,45309,32.99628656,16.89271999,24.4,2,89227,17623,5.0630994,3,9.698864,1,9,18.28302,4,5120,1
1047,Alabama,Dallas,34035,50.77794658,18.06577917,48,4,73852,12189,6.0589056,4,10.372408,1,29,73.951286,1,7183,4
1049,Alabama,DeKalb,39491,50.47230423,17.26132941,29.6,3,78879,16455,4.7936192,2,17.319035,4,30,41.8895,2,5868,2
1051,Alabama,Elmore,60367,26.54084214,15.14281876,16.299999,1,108702,24801,4.3829684,1,8.6557169,1,21,25.711029,4,6334,3
1053,Alabama,Escambia,38418,36.77284638,17.94927615,32.799999,4,73248,13274,5.5181556,3,14.428345,4,13,34.715729,3,7412,4
1055,Alabama,Etowah,44903,63.87339535,19.01152184,28.799999,2,88317,18745,4.7114964,1,12.465996,3,83,80.774658,1,7421,4
1057,Alabama,Fayette,39254,49.27090191,21.12821761,37.400002,4,76052,15425,4.9304376,2,11.459956,2,16,97.158119,1,5911,2
1059,Alabama,Franklin,39388,56.92458227,16.88613972,30.1,3,80837,18366,4.4014482,1,15.303451,4,14,44.4515,2,8122,4
1061,Alabama,Geneva,37823,23.60102655,20.29718021,29.5,3,78554,15768,4.9818621,2,14.072729,4,8,30.27894,4,6845,4
1063,Alabama,Greene,28524,8.371516037,22.31264424,44,4,54552,9281,5.8778148,4,11.446345,2,4,48.019211,2,7121,4
1065,Alabama,Hale,34724,37.40204086,19.21091946,35.599998,4,72247,11356,6.3620114,4,10.560163,1,3,20.253851,4,6986,4
1067,Alabama,Henry,46027,24.97350654,22.72066942,27.200001,2,92359,18855,4.8983822,2,12.187737,3,5,29.15962,4,4872,1
1069,Alabama,Houston,47993,48.11854602,17.79855236,21.9,1,95176,18511,5.1415915,3,11.070224,2,88,84.334808,1,4859,1
1071,Alabama,Jackson,41929,44.79878313,20.04986856,26.799999,2,78124,15499,5.0405831,2,13.050941,4,28,53.940552,2,5903,2
1073,Alabama,Jefferson,55013,63.97786086,15.85727287,22.6,1,107340,20100,5.3402987,3,10.049485,1,709,107.5551,1,4653,1
1075,Alabama,Lamar,40936,6.098030112,21.65559087,25.299999,2,75451,14943,5.0492539,2,11.531698,2,,,2,5184,1
1077,Alabama,Lauderdale,48707,45.70720622,20.09265373,17.9,1,89714,19834,4.523243,1,11.285159,2,47,50.789951,2,5323,2
1079,Alabama,Lawrence,43909,68.7417904,18.66371332,31.4,3,94296,19238,4.9015489,2,14.02863,4,5,15.12905,4,7507,4
1081,Alabama,Lee,48937,34.50846475,11.88293349,19.299999,1,103546,16341,6.3365769,4,10.350185,1,85,52.59771,2,4208,1
1083,Alabama,Limestone,64863,41.01686552,15.18913636,15.8,1,111527,21752,5.1272068,3,11.014042,2,32,33.897591,3,5987,3
1085,Alabama,Lowndes,33973,25.38773751,18.84900742,39.599998,4,76397,11793,6.4781651,4,10.822832,2,1,9.9245701,4,5247,2
1087,Alabama,Macon,32495,55.94471468,20.36986821,39.700001,4,74309,11007,6.7510676,4,10.554682,1,7,37.32338,3,5948,2
1089,Alabama,Madison,63755,47.41045904,15.04014799,16.9,1,130336,24871,5.2404809,3,9.4393473,1,319,88.354393,1,5439,2
1091,Alabama,Marengo,37733,28.81777577,19.60033568,34.5,4,77137,10307,7.483943,4,9.7974291,1,7,36.129028,3,4803,1
1093,Alabama,Marion,37887,33.37134272,21.23777845,27.4,2,74517,15563,4.7880874,2,11.408084,2,10,33.519932,3,8236,4
1095,Alabama,Marshall,46233,50.35430147,17.0379465,27.9,2,90033,18310,4.9171491,2,15.643577,4,53,55.469501,1,6189,3
1097,Alabama,Mobile,43598,55.97460578,16.20298871,31.4,3,95084,18037,5.2716084,3,11.719891,3,278,67.157059,1,6431,3
1099,Alabama,Monroe,39556,35.18297907,20.29240044,31.6,3,75904,9034,8.4020367,4,12.789735,4,8,37.511139,3,5990,3
1101,Alabama,Montgomery,49640,51.42601709,15.13666987,31.299999,3,100500,18312,5.4882045,3,11.005423,2,221,97.508888,1,6020,3
1103,Alabama,Morgan,52797,52.95489368,17.46844797,20.1,1,96011,20893,4.595367,1,11.560252,3,58,48.814152,2,6098,3
1105,Alabama,Perry,26814,19.63738612,19.40919037,52.799999,4,48123,10207,4.7147055,1,11.480989,2,3,32.123348,3,5342,2
1107,Alabama,Pickens,37586,36.80867952,19.02397432,30.799999,3,81049,13921,5.8220673,4,11.607203,3,8,39.65107,3,6592,4
1109,Alabama,Pike,37259,26.38321932,14.95890575,30.6,3,83247,11972,6.953475,4,12.916651,4,16,48.095711,2,5568,2
1111,Alabama,Randolph,40546,26.61826473,20.3520352,31.4,3,76728,15073,5.0904264,3,13.227662,4,7,30.87781,4,3494,1
1113,Alabama,Russell,39104,40.75696643,14.32997006,31.6,3,82735,15915,5.198555,3,11.304654,2,15,26.295031,4,5042,1
1115,Alabama,St. Clair,57284,30.16084771,16.6174315,15,1,98954,23476,4.2151132,1,10.041068,1,15,17.007,4,6284,3
1117,Alabama,Shelby,75663,29.75881371,15.33886244,8.8999996,1,136513,32658,4.1800785,1,7.8591342,1,172,80.522461,1,5125,1
1119,Alabama,Sumter,27859,28.51033058,18.01276495,48.099998,4,63685,8423,7.5608454,4,11.362216,2,7,55.174591,1,5643,2
1121,Alabama,Talladega,41630,30.3197746,18.00120259,26.4,2,82924,16556,5.008698,2,10.302041,1,25,31.22463,3,5467,2
1123,Alabama,Tallapoosa,42205,36.28043769,21.5596217,30.700001,3,87176,15691,5.5557961,4,11.904837,3,20,49.162998,2,4305,1
1125,Alabama,Tuscaloosa,52557,52.96424443,13.27981772,20.9,1,103302,20589,5.0173392,2,9.3086834,1,150,72.180969,1,5853,2
1127,Alabama,Walker,45434,40.00048103,19.3231938,24.700001,2,85878,17005,5.0501618,3,11.670767,3,26,40.588219,3,6561,3
1129,Alabama,Washington,44424,26.12877568,19.11100256,25.799999,2,81850,16211,5.0490408,2,13.909465,4,3,18.14772,4,5311,2
1131,Alabama,Wilcox,25385,19.25785755,19.44104639,50.599998,4,61357,10647,5.7628441,4,10.518885,1,4,37.31691,3,4464,1
1133,Alabama,Winston,41156,,21.55959425,27.6,2,75474,17336,4.3535995,1,12.772755,4,10,42.154961,2,13447,4
2000,Alaska,,74912,51.51226234,11.79909362,14.5,,140179,34114,4.1091342,,14.757627,,673,90.971153,,2904,
2013,Alaska,Aleutians East,70081,,9.217638691,12.5,,121429,28625,4.2420611,,27.860859,,,,,,
2016,Alaska,Aleutians West,82633,,6.884501136,8.1000004,1,143818,47720,3.0137887,1,20.234886,3,2,34.704151,4,,3
2020,Alaska,Anchorage,82113,38.379522,11.09049249,12.1,2,152394,39712,3.8374798,1,12.741421,1,325,110.41052,2,2794,2
2050,Alaska,Bethel,44304,13.87225549,7.696530523,41.200001,4,113920,20083,5.6724591,4,19.778423,3,18,99.579552,3,2625,1
2060,Alaska,Bristol Bay,77257,,14.48118586,15.2,,146167,37636,3.8837018,,17.438692,,0,0,,1567,
2068,Alaska,Denali,75477,,11.89898009,7.3000002,1,127800,40594,3.1482484,1,13.956106,1,,,2,,3
2070,Alaska,Dillingham,54524,,9.4,31.6,4,109896,23571,4.6623392,4,17.430988,2,13,263.58475,1,5919,4
2090,Alaska,Fairbanks North Star,74268,43.37566595,10.31009084,9.3999996,1,137048,37297,3.6745048,1,13.2384,1,78,78.232353,3,2113,1
2100,Alaska,Haines,58943,,22.06952304,16.4,3,122238,29793,4.10291,2,17.984886,2,7,277.11798,1,695,1
2105,Alaska,Hoonah-Angoon,51188,,22.45467225,27.6,4,110083,29769,3.6979072,1,22.855429,4,,,2,,3
2110,Alaska,Juneau,79173,25.88700779,13.38398779,8.5,1,150011,44457,3.3742943,1,13.368336,1,41,127.74974,1,2863,2
2122,Alaska,Kenai Peninsula,65439,64.05262425,17.40556609,14.5,2,125818,26616,4.7271566,4,16.043373,2,46,78.475533,3,,3
2130,Alaska,Ketchikan Gateway,68309,23.91565424,15.53384107,12.5,2,128217,30429,4.213645,2,17.186422,2,14,101.03926,3,2937,2
2150,Alaska,Kodiak Island,74109,,10.33345822,9.8999996,2,124324,32306,3.8483255,2,18.414408,3,17,126.41285,1,2886,2
2158,Alaska,Kusilvak,32728,,5.97374443,47.400002,4,69323,16266,4.2618346,3,17.65085,2,,,2,2177,1
2164,Alaska,Lake and Peninsula,49403,,10.20793951,23.700001,3,85313,20833,4.0950894,2,25.34626,4,0,0,4,,3
2170,Alaska,Matanuska-Susitna,74649,49.1732261,11.90781526,11.8,2,136778,30563,4.4752808,3,14.849158,1,48,45.056881,4,2854,2
2180,Alaska,Nome,55318,,7.73381295,26.9,3,108828,25644,4.2437997,2,21.207087,4,9,90.71666,3,8308,4
2185,Alaska,North Slope,89276,,6.81726094,15.2,3,142280,33267,4.2769113,3,17.808672,2,3,30.66857,4,,3
2188,Alaska,Northwest Arctic,59337,,7.313257724,27.700001,4,131786,24830,5.3075314,4,24.104742,4,4,52.056221,4,,3
2195,Alaska,Petersburg,66075,,19.09344924,9.5,1,126111,28986,4.3507557,3,18.731232,3,6,182.87108,1,,3
2198,Alaska,Prince of Wales-Hyder,49356,,17.06633448,23.4,3,102284,23725,4.311233,3,23.176601,4,5,77.6036,3,,3
2220,Alaska,Sitka,71825,,15.73956285,8.8000002,1,124016,32290,3.8406937,2,18.277657,3,17,195.64967,1,2940,2
2230,Alaska,Skagway,74635,,14.54703833,8.8999996,,122188,45577,2.6809137,,14.08308,,0,0,,2297,
2240,Alaska,Southeast Fairbanks,63527,,14.52732004,17.700001,3,125950,29422,4.2808104,3,21.075085,3,7,101.62602,2,1811,1
2261,Alaska,Valdez-Cordova,68528,,13.70580533,12.1,2,136455,29106,4.6882086,4,14.895742,1,9,97.003662,3,,3
2275,Alaska,Wrangell,57832,,21.89372753,16,3,108410,25364,4.274168,3,18.935516,3,3,119.0004,2,,3
2282,Alaska,Yakutat,59523,,19.53642384,15.3,,104333,32313,3.2288244,,18.623482,,0,0,,,
2290,Alaska,Yukon-Koyukuk,38912,,15.2055566,31.4,4,87328,14640,5.9650273,4,24.098219,4,1,18.63933,4,2003,1
4000,Arizona,,59079,45.65928743,17.54478679,20.4,,110536,24117,4.583323,,12.102208,,4663,66.459808,,3096,
4001,Arizona,Apache,33652,64.07361162,15.29700075,47.299999,4,73095,9578,7.6315513,4,19.172712,4,23,32.120209,4,5244,4
4003,Arizona,Cochise,49164,52.18117666,22.34440325,22.799999,2,93200,19650,4.7430024,3,10.45642,1,68,54.506401,2,3324,3
4005,Arizona,Coconino,60187,50.17805153,12.49877497,17.299999,1,110744,21815,5.0765071,4,13.116749,2,119,84.531448,1,2370,1
4007,Arizona,Gila,43585,64.09736766,28.77396129,33.599998,4,84705,18080,4.6850109,2,13.477246,3,25,46.7281,4,3501,3
4009,Arizona,Graham,50157,61.19238303,13.94725783,24.4,2,91804,19569,4.6912975,3,10.018352,1,22,58.71991,2,2766,2
4011,Arizona,Greenlee,65818,31.64645522,13.16039228,11.7,1,102237,30916,3.3069284,1,8.6147823,1,5,52.882069,2,2571,1
4012,Arizona,La Paz,37350,88.73239437,39.27860461,31.799999,3,73810,14327,5.1518111,4,19.760773,4,6,29.1248,4,4251,4
4013,Arizona,Maricopa,65234,41.70563804,15.17369544,18.200001,1,121054,27010,4.4818215,2,12.081176,2,3030,70.350052,1,3050,2
4015,Arizona,Mohave,45129,54.02137402,30.31543784,26.9,3,82349,19777,4.163877,1,13.362977,3,102,49.227798,3,4000,4
4017,Arizona,Navajo,40650,59.47055978,18.1176151,40.200001,4,82215,14269,5.7617912,4,15.120113,4,68,62.410511,1,3413,3
4019,Arizona,Pima,53395,41.52575361,19.75366505,22.200001,2,101894,21344,4.7738943,3,10.862593,1,863,84.378777,1,2929,2
4021,Arizona,Pinal,58848,40.87778481,20.38050893,17.5,1,98542,24253,4.0630851,1,11.027965,2,69,16.03767,4,3118,2
4023,Arizona,Santa Cruz,40545,68.30072822,18.10539442,36,4,82421,18028,4.5718327,2,13.993283,3,23,49.770618,3,2337,1
4025,Arizona,Yavapai,48758,47.97030387,31.58629786,19.200001,2,92521,22249,4.1584339,1,12.924382,2,142,62.23484,2,2246,1
4027,Arizona,Yuma,44116,52.64158768,18.77545633,28.299999,3,86694,19879,4.3610845,2,14.199481,4,98,47.22118,3,3604,4
5000,Arkansas,,47094,64.34665771,16.98263834,23.799999,,92621,19400,4.7742782,,9.3032675,,2000,66.571709,,5129,
5001,Arkansas,Arkansas,43887,44.84775011,19.60718105,24.4,2,81740,14722,5.5522346,4,8.9244528,2,10,55.657589,2,6767,4
5003,Arkansas,Ashley,41127,22.30239472,20.3581762,28.799999,3,81208,15749,5.1563907,4,9.2027225,3,8,39.441898,3,7550,4
5005,Arkansas,Baxter,39686,,30.89934886,23,1,77591,20562,3.7735143,1,8.3837605,2,31,74.960709,1,4453,1
5007,Arkansas,Benton,68978,42.89830881,13.41009802,12.1,1,124264,29912,4.1543193,1,10.426608,4,161,60.45813,1,3144,1
5009,Arkansas,Boone,44482,87.00298557,20.65901814,21.5,1,84500,20876,4.0477104,1,8.6164799,2,28,74.904358,1,3839,1
5011,Arkansas,Bradley,37729,10.46767055,18.96852345,29.799999,3,84838,15350,5.5269055,4,11.556741,4,6,55.228279,2,7001,4
5013,Arkansas,Calhoun,44969,13.27759982,21.54633314,21.1,1,89750,17463,5.1394377,4,8.3375568,2,2,38.11702,3,4115,1
5015,Arkansas,Carroll,45023,58.39309122,23.18676257,24.799999,2,75744,19650,3.8546565,1,12.779657,4,16,57.25737,2,3898,1
5017,Arkansas,Chicot,31787,49.39495058,20.32956505,44.099998,4,73492,11670,6.2975149,4,8.9078236,2,11,103.42234,1,7061,4
5019,Arkansas,Clark,45408,33.97523407,16.71275101,26.4,2,84526,17149,4.9289169,3,7.206697,1,10,44.857128,2,4252,1
5021,Arkansas,Clay,37687,,21.41173301,29.299999,3,68027,13672,4.9756436,3,8.6579332,2,2,13.40483,4,6965,4
5023,Arkansas,Cleburne,44902,73.77911036,26.7854997,23.799999,1,82092,20905,3.9269075,1,9.1217699,3,14,55.892689,2,4667,1
5025,Arkansas,Cleveland,47600,20.02824073,20.99027189,21,1,88521,18417,4.8064833,3,8.8858194,2,1,12.19215,4,5769,3
5027,Arkansas,Columbia,40909,31.09362861,17.42363088,27.6,2,81355,13628,5.9696946,4,8.2783136,1,14,59.254238,1,5337,2
5029,Arkansas,Conway,44565,37.93376148,19.60174238,26.5,2,81892,17515,4.6755352,2,8.5021944,2,14,66.934402,1,4012,1
5031,Arkansas,Craighead,45615,45.75817233,13.84513348,24.9,2,92456,19299,4.7907147,3,7.9404688,1,124,115.76343,1,5917,3
5033,Arkansas,Crawford,47363,59.34675508,16.63407249,22.799999,1,87936,20752,4.2374711,1,9.8941612,3,25,39.685059,3,4683,1
5035,Arkansas,Crittenden,42606,50.28623926,14.14504985,29,3,83533,17955,4.6523533,2,7.9887381,1,17,34.871792,3,4890,2
5037,Arkansas,Cross,41214,51.66859419,18.76948909,27.6,2,86295,19076,4.523747,2,8.8189678,2,7,41.511002,3,6557,3
5039,Arkansas,Dallas,37259,28.51478122,23.18295739,34.200001,4,65711,16118,4.0768704,1,8.0890541,1,3,40.57893,3,4796,2
5041,Arkansas,Desha,36132,28.95941136,19.00625434,36.099998,4,66564,12994,5.1226721,4,9.5309172,3,5,42.502548,3,8575,4
5043,Arkansas,Drew,42494,23.2583807,17.49781755,27.299999,2,87478,14371,6.0871201,4,8.4215622,2,13,70.092201,1,10206,4
5045,Arkansas,Faulkner,53882,35.12845199,12.48497668,17.200001,1,104570,21286,4.9126186,3,7.9798884,1,61,49.3312,2,3918,1
5047,Arkansas,Franklin,43696,20.94546742,19.33183605,23.200001,1,79788,14013,5.6938558,4,9.4372473,3,5,27.94857,3,5538,3
5049,Arkansas,Fulton,35630,,26.25315837,32.799999,4,76353,16195,4.7146034,3,9.5882616,3,7,58.067188,1,6902,4
5051,Arkansas,Garland,43610,49.99784494,23.83363253,35.400002,4,89048,18757,4.7474542,3,9.8247843,3,87,88.183418,1,4743,2
5053,Arkansas,Grant,52050,20.21472147,18.00637783,18.299999,1,101333,20659,4.9050293,3,6.0703516,1,2,11.01018,4,4963,2
5055,Arkansas,Greene,46512,53.36048025,15.97793712,23.5,1,88513,21205,4.1741571,1,7.0139961,1,26,57.709808,1,5782,3
5057,Arkansas,Hempstead,38682,38.50142482,17.96145532,30.9,3,80618,18451,4.3693023,2,10.769143,4,6,27.44614,4,5911,3
5059,Arkansas,Hot Spring,47205,54.71537453,18.898549,29.700001,3,82230,18218,4.5136676,2,7.6132016,1,7,20.84947,4,5591,3
5061,Arkansas,Howard,40199,37.1015568,17.94468181,27.299999,2,80697,16445,4.907084,3,11.598575,4,6,44.516991,2,5791,3
5063,Arkansas,Independence,45596,43.13888287,17.52481554,20.299999,1,83282,19696,4.2283711,1,8.140727,1,29,77.325089,1,5283,2
5065,Arkansas,Izard,37828,,25.79268741,27.9,3,78301,18596,4.2106366,1,10.39017,3,5,36.53368,3,6526,3
5067,Arkansas,Jackson,36573,41.03320292,18.14883112,30.4,3,73615,14945,4.9257278,3,8.7250023,2,7,40.852058,3,6959,4
5069,Arkansas,Jefferson,38596,60.33884721,17.29013125,33.799999,4,79077,15615,5.0641689,4,7.2345257,1,47,68.002602,1,4960,2
5071,Arkansas,Johnson,39381,50.62073037,16.45351881,33.5,4,70348,16470,4.2712812,2,10.567369,4,15,56.49292,2,4187,1
5073,Arkansas,Lafayette,35527,15.69358454,24.03472014,34.799999,4,77871,12496,6.2316742,4,10.590989,4,2,29.146021,3,6579,3
5075,Arkansas,Lawrence,40308,,19.72739443,26.799999,2,75235,16566,4.5415306,2,8.2793093,1,5,30.257191,3,7665,4
5077,Arkansas,Lee,28080,30.90279363,19.6327212,50.900002,4,69257,10066,6.88029,4,8.5520439,2,1,10.89799,4,7217,4
5079,Arkansas,Lincoln,44951,45.10383948,15.31046851,27.1,2,86063,17111,5.0296884,4,9.3666706,3,2,14.65631,4,6493,3
5081,Arkansas,Little River,43559,26.53941893,21.00438098,24.1,2,86024,17166,5.0113015,3,8.9756804,3,3,24.273809,4,5371,2
5083,Arkansas,Logan,41471,64.06780061,19.85094539,29.5,3,74194,18268,4.061419,1,9.6222134,3,4,18.414511,4,5631,3
5085,Arkansas,Lonoke,56651,58.59229996,13.31577447,15.9,1,103116,25638,4.0219984,1,7.1151848,1,12,16.461361,4,5364,2
5087,Arkansas,Madison,42674,,19.07044476,26.5,2,85283,17719,4.8130822,3,11.46206,4,3,18.360979,4,5305,2
5089,Arkansas,Marion,36581,,28.51333573,32,3,66151,14202,4.657865,2,9.7206707,3,2,12.17434,4,5431,3
5091,Arkansas,Miller,42162,49.56086583,16.89300789,32.700001,3,87114,17746,4.9089375,3,8.0762711,1,32,72.753731,1,5478,3
5093,Arkansas,Mississippi,36718,54.23870887,14.79182327,35.900002,4,78492,16281,4.8210797,3,7.5653567,1,18,42.695511,3,8228,4
5095,Arkansas,Monroe,32922,12.2272443,23.20289855,38.900002,4,77204,12209,6.3235316,4,8.4918098,2,3,42.342979,3,6706,4
5097,Arkansas,Montgomery,38318,,27.01703272,30.799999,3,76276,16874,4.5203271,2,11.429461,4,2,22.42404,4,4727,1
5099,Arkansas,Nevada,37626,14.69157962,20.63415806,30,3,67750,15907,4.2591314,2,8.3602772,2,3,36.027382,3,5380,2
5101,Arkansas,Newton,36078,,26.5086483,32.900002,4,71662,15438,4.6419225,2,9.6335077,3,,,2,2774,1
5103,Arkansas,Ouachita,37624,28.73922563,20.37617555,32.700001,3,75734,13711,5.5235944,4,6.9505057,1,12,50.27652,2,5116,2
5105,Arkansas,Perry,45342,,20.19899536,23.700001,1,85423,22899,3.7304249,1,8.8549252,2,1,9.6637001,4,3981,1
5107,Arkansas,Phillips,29945,35.09460349,19.00271784,47.900002,4,71405,11894,6.0034471,4,7.3102603,1,10,53.844501,2,7250,4
5109,Arkansas,Pike,41534,37.86059339,20.38789469,27.9,3,74325,19004,3.9110188,1,11.997152,4,3,27.969419,3,5971,3
5111,Arkansas,Poinsett,37370,50.99823866,17.9194127,35.200001,4,69517,16563,4.1971259,1,9.5064831,3,4,16.5604,4,6884,4
5113,Arkansas,Polk,39048,,22.9986533,29.700001,3,69640,16544,4.2093811,1,12.984055,4,14,69.589417,1,4818,2
5115,Arkansas,Pope,45788,48.85666331,15.7515625,20.4,1,85688,17602,4.868083,3,10.510778,4,41,64.228088,1,5216,2
5117,Arkansas,Prairie,43245,11.08988673,23.78003468,24.1,2,81148,17521,4.6314707,2,9.1533546,3,1,12.12415,4,6015,3
5119,Arkansas,Pulaski,49957,49.54494386,15.5533768,25.9,2,106383,21254,5.0053167,3,7.6573377,1,460,116.76431,1,4776,2
5121,Arkansas,Randolph,37799,46.64794191,19.9409405,26.5,2,68304,15700,4.3505731,2,8.9218254,2,10,56.95734,2,5443,3
5123,Arkansas,St. Francis,33257,45.95045644,16.20346712,46,4,64538,12478,5.172143,4,8.4730349,2,12,46.278439,2,5509,3
5125,Arkansas,Saline,63677,43.92351882,17.75969561,13,1,111036,30401,3.6523798,1,7.5056324,1,52,43.579189,3,5006,2
5127,Arkansas,Scott,35826,,20.85473399,30.1,3,64142,14048,4.565917,2,11.652025,4,2,19.147921,4,5139,2
5129,Arkansas,Searcy,31659,,24.98115104,34.900002,4,67352,14461,4.6574926,2,10.020485,3,2,25.195259,4,3439,1
5131,Arkansas,Sebastian,46843,53.21976491,16.04972095,23,1,86596,18941,4.5718813,2,12.859227,4,165,128.79858,1,4953,2
5133,Arkansas,Sevier,44100,25.01272003,14.5457728,29.5,3,81750,19973,4.0930257,1,17.743725,4,8,46.742619,2,6610,4
5135,Arkansas,Sharp,36032,,26.08545434,34.400002,4,65856,16054,4.1021552,1,10.479042,4,5,28.7472,3,4389,1
5137,Arkansas,Stone,34009,,27.42233283,33,4,74159,15094,4.9131441,3,11.866667,4,6,47.858341,2,4256,1
5139,Arkansas,Union,45335,39.7344231,17.9343659,25.1,2,90628,15872,5.7099295,4,8.8951807,2,22,55.768211,2,5023,2
5141,Arkansas,Van Buren,40486,,26.04950913,26.9,2,76081,16244,4.6836371,2,9.8048983,3,4,24.23361,4,3949,1
5143,Arkansas,Washington,50893,44.64458714,11.73568646,16.9,1,101471,21614,4.6946888,2,12.418162,4,187,80.604843,1,3574,1
5145,Arkansas,White,44811,41.94853001,16.42638485,22.4,1,91617,18395,4.9805384,3,8.5383797,2,40,50.622662,2,6792,4
5147,Arkansas,Woodruff,34306,30.55490739,23.14329738,36.400002,4,81400,12632,6.4439521,4,9.6650524,3,3,45.655151,2,7327,4
5149,Arkansas,Yell,41729,57.15118355,17.78035756,24.799999,2,88194,20184,4.3695006,2,12.009594,4,12,55.754311,2,11211,4
6000,California,,75250,55.42886242,14.33126514,17.4,,147074,27973,5.2577128,,8.2072001,,31343,79.27581,,3598,
6001,California,Alameda,101744,49.89044415,13.82988361,9.8000002,1,183864,35306,5.207727,4,5.7827935,1,1832,110.14977,1,3298,3
6003,California,Alpine,55384,,25.43142598,34.700001,4,125393,29900,4.1937456,1,7.5669384,2,0,0,4,2480,1
6005,California,Amador,58515,,26.99895894,13.8,2,110741,26061,4.2492995,1,6.1959071,1,26,67.312172,3,3115,2
6007,California,Butte,50945,62.09950724,18.59065278,20.1,3,103590,18583,5.5744495,4,7.1636529,2,141,61.493099,3,4656,4
6009,California,Calaveras,62984,57.41475929,27.52730143,17.5,2,121160,26121,4.6384134,2,7.3307757,2,20,43.792419,4,3050,2
6011,California,Colusa,57249,19.21900966,14.62523697,14.1,2,101347,24028,4.2178707,1,10.728094,4,7,32.10273,4,3534,3
6013,California,Contra Costa,101463,52.70258019,15.77470299,9.1999998,1,184303,38923,4.7350669,3,5.8956175,1,1183,103.09916,1,3379,3
6015,California,Del Norte,48518,35.76930334,18.03219779,26.6,4,86087,16967,5.0737901,4,6.2334418,1,17,61.885689,3,2869,2
6017,California,El Dorado,81869,58.87947703,21.1817829,9,1,156727,32169,4.8719888,3,5.4030714,1,154,81.487091,2,3277,2
